Event	ID	Name			Wwise Object Path	Notes
	59705223	Interact_Bed			\Default Work Unit\Interact\Interact_Bed	
	851167962	Interact_BuyFood			\Default Work Unit\Interact\Interact_BuyFood	
	1305133589	Player_Jump			\Default Work Unit\FinalGame\Player_Jump	
	1581818321	Interact_Computer			\Default Work Unit\Interact\Interact_Computer	
	1785205318	Interact_Door			\Default Work Unit\Interact\Interact_Door	
	1866025847	Footstep			\Default Work Unit\Footsteps\Footstep	
	1906373220	Snake_Death			\Default Work Unit\MiniGames\Snake\Snake_Death	
	1931805945	Interact_Fridge			\Default Work Unit\Interact\Interact_Fridge	
	2033111166	PipeGame_Click			\Default Work Unit\MiniGames\PipeGame\PipeGame_Click	
	2464383636	Sine_Wave_Button_Click			\Default Work Unit\MiniGames\SineWaveGame\Sine_Wave_Button_Click	
	2566531806	Interact_PickupFood			\Default Work Unit\Interact\Interact_PickupFood	
	2716678721	Victory			\Default Work Unit\MiniGames\Victory	
	2978301462	MainMenu_ButtonClick			\Default Work Unit\Interact\MainMenu_ButtonClick	
	3468829444	Interact_SlidingDoor			\Default Work Unit\Interact\Interact_SlidingDoor	
	3481096201	Number_Type			\Default Work Unit\MiniGames\NumberMemoryGame\Number_Type	
	3657908075	WhackAMole_Hit			\Default Work Unit\MiniGames\WhackAMole\WhackAMole_Hit	
	3789687639	Interact_Sink			\Default Work Unit\Interact\Interact_Sink	
	3840355556	WhackAMole_BugDeath			\Default Work Unit\MiniGames\WhackAMole\WhackAMole_BugDeath	
	3991942870	Music			\Music\Music	
	4059813333	LazerGame_Mirror			\Default Work Unit\MiniGames\LazerGame\LazerGame_Mirror	
	4242192524	Connect_The_Dots			\Default Work Unit\MiniGames\ConnectTheDots\Connect_The_Dots	

Switch Group	ID	Name			Wwise Object Path	Notes
	1866025847	Footstep			\Default Work Unit\Footstep	

Switch	ID	Name	Switch Group			Notes
	28587383	LivingRoom	Footstep			
	1586158131	Kitchen	Footstep			
	3354297748	Empty	Footstep			

State Group	ID	Name			Wwise Object Path	Notes
	444815956	PlayerLife			\Default Work Unit\PlayerLife	
	3991942870	Music			\Default Work Unit\Music	

State	ID	Name	State Group			Notes
	655265632	Alive	PlayerLife			
	748895195	None	PlayerLife			
	2044049779	Dead	PlayerLife			
	599938019	Music_MainMenu	Music			
	748895195	None	Music			
	1263909134	Music_MiniGame	Music			
	1484596709	Music_FinalGame	Music			
	1564060831	Music_LivingRoom	Music			
	3591285600	Music_Store	Music			

Game Parameter	ID	Name			Wwise Object Path	Notes
	988953028	SFXVolume			\Default Work Unit\Volume\SFXVolume	
	2346531308	MusicVolume			\Default Work Unit\Volume\MusicVolume	
	2918011349	MasterVolume			\Default Work Unit\Volume\MasterVolume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	163129119	WhackAMole_Bug_Death_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\WhackAMole_Bug_Death_3_E2C4F217.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\WhackAMole\WhackAMole_BugDeath\WhackAMole_Bug_Death_3		86180
	171871245	Connect_The_Dots_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Connect_The_Dots_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\ConnectTheDots\ConnectTheDots\Connect_The_Dots_3		24064
	226253619	PipeGame_Click_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\LazerGame_Mirror_2_41C0FB16.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\PipeGame\PipeGame_Click\PipeGame_Click_2		25872
	236883325	Grab_Food_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Grab_Food_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_PickupFood\Grab_Food_3		36064
	249965108	Fridge_Open_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Fridge_Open_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Fridge\Fridge_Open_2		228064
	261048632	Fridge_Open_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Fridge_Open_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Fridge\Fridge_Open_3		192064
	271686455	Sliding_Door_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Sliding_Door_3_A0320685.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Sliding_Door\Sliding_Door_3		303272
	272883830	LazerGame_Mirror_5	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\LazerGame_Mirror_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\LazerGame\LazerGame_Mirror\LazerGame_Mirror_5		48064
	281699847	Footsteps_5	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_5_DAAE9B59.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_LivingRoom\Footsteps_5		71264
	282707065	Footsteps_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_1_43FBA265.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_LivingRoom\Footsteps_1		45168
	294254975	Door_Open_House_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Door_Open_House_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Door\Door_Open_House_1		205984
	297054626	Footsteps_4	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_4_34A7C94E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_LivingRoom\Footsteps_4		87720
	300277308	Footsteps_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_2_92634899.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_LivingRoom\Footsteps_2		59364
	313541418	SineWave_ButtonClick_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\SineWave_ButtonClick_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\SineWaveGame\SineWaveButtonClick\SineWave_ButtonClick_2		36064
	335526798	LazerGame_Mirror_4	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\LazerGame_Mirror_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\LazerGame\LazerGame_Mirror\LazerGame_Mirror_4		48064
	355135522	Connect_The_Dots_5	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Connect_The_Dots_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\ConnectTheDots\ConnectTheDots\Connect_The_Dots_5		24064
	381685439	running	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\running_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_MiniGame\running\running		8467344
	388192419	grade-one	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\grade-one_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_MainMenu\Grade One\grade-one		7197184
	390240556	Footsteps_Tile_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_Tile_3_D9F91775.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_Kitchen\Footsteps_Tile_3		24784
	405000881	Footsteps_Tile_4	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_Tile_4_234A17D2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_Kitchen\Footsteps_Tile_4		20980
	434923010	Footsteps_Tile_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_Tile_2_19D6D22A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_Kitchen\Footsteps_Tile_2		24352
	442387256	joshua-mclean_celebrate	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\joshua-mclean_celebrate_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_Store\joshua-mclean_celebrate\joshua-mclean_celebrate		18816128
	481425321	Fridge_Open_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Fridge_Open_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Fridge\Fridge_Open_1		204064
	488938900	PipeGame_Click_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\LazerGame_Mirror_3_623E1DAF.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\PipeGame\PipeGame_Click\PipeGame_Click_3		36804
	498871758	Interact_Computer_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Interact_Computer_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Computer\Interact_Computer_2		84064
	512591310	WhackAMole_Bug_Death_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\WhackAMole_Bug_Death_1_6DE4403D.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\WhackAMole\WhackAMole_BugDeath\WhackAMole_Bug_Death_1		78104
	543386112	WhackAMole_Hit_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\WhackAMole_Hit_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\WhackAMole\WhackAMole_Hit\WhackAMole_Hit_2		84064
	559354627	FinalGame_Jump_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\FinalGame_Jump_3_A1202B1C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Final Game\Jump\FinalGame_Jump_3		24476
	574718469	WhackAMole_Hit_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\WhackAMole_Hit_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\WhackAMole\WhackAMole_Hit\WhackAMole_Hit_3		72064
	609878804	Grab_Food_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Grab_Food_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_PickupFood\Grab_Food_2		36064
	655711591	WhackAMole_Hit_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\WhackAMole_Hit_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\WhackAMole\WhackAMole_Hit\WhackAMole_Hit_1		72064
	660108573	melody-meadow_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\melody-meadow_2_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_MiniGame\MelodyMedow_2\melody-meadow_2		10584064
	697221225	Memory_Type_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Memory_Type_3_F1557754.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\NumberMemory\Number_Type\Memory_Type_3		33352
	699951758	Memory_Type_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Memory_Type_2_6B37E86E.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\NumberMemory\Number_Type\Memory_Type_2		42084
	705320496	Sink_On_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Sink_On_1_21137E4E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Sink\Sink_On_1		330688
	713318652	Lava_Death	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Lava_Death_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_Death\Lava_Death\Lava_Death		1308064
	735444103	so-long-syndrome	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\so-long-syndrome_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_FinalGame\So Long Syndrome\so-long-syndrome		10667484
	742497892	WhackAMole_Bug_Death_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\WhackAMole_Bug_Death_2_BB1AD8D8.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\WhackAMole\WhackAMole_BugDeath\WhackAMole_Bug_Death_2		85336
	751632361	Buy_Food	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Buy_Food_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Buy_Food		48928
	756041237	Connect_The_Dots_4	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Connect_The_Dots_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\ConnectTheDots\ConnectTheDots\Connect_The_Dots_4		24064
	760634124	Interact_Bed_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Interact_Bed_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Bed\Interact_Bed_2		216064
	779025014	PipeGame_Click_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\LazerGame_Mirror_1_C63C219A.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\PipeGame\PipeGame_Click\PipeGame_Click_1		41572
	828933744	Interact_Computer_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Interact_Computer_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Computer\Interact_Computer_1		60064
	834304416	LazerGame_Mirror_6	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\LazerGame_Mirror_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\LazerGame\LazerGame_Mirror\LazerGame_Mirror_6		48192
	843802253	Door_Open_House_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Door_Open_House_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Door\Door_Open_House_2		156064
	854588605	FinalGame_Jump_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\FinalGame_Jump_1_56AEC98D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Final Game\Jump\FinalGame_Jump_1		36720
	867265530	FinalGame_Jump_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\FinalGame_Jump_2_8B496B73.wem		\Actor-Mixer Hierarchy\Default Work Unit\Final Game\Jump\FinalGame_Jump_2		25232
	879240265	Grab_Food_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Grab_Food_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_PickupFood\Grab_Food_1		36064
	908482993	Living_Room	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Living_Room_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Music_Switch_Container\Music_LivingRoom\LivingRoom\Living_Room		28615744
	940383650	Sink_On_2	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Sink_On_2_C1BA0EE2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Sink\Sink_On_2		332776
	961390975	Footsteps_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Footsteps_3_F45D0578.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footsteps_Switch\Footsteps_LivingRoom\Footsteps_3		73276
	993274319	Interact_Computer_3	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Interact_Computer_3_FE4BFF68.wem		\Actor-Mixer Hierarchy\Default Work Unit\Interact\Interact_Computer\Interact_Computer_3		44940
	1019118819	Connect_The_Dots_1	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\Connect_The_Dots_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\MiniGames\ConnectTheDots\ConnectTheDots\Connect_The_Dots_1		24064
	1028193775	FinalGame_Jump_4	E:\Unity\Unity Projects\VimJam2_Repo\VimJam2_Wwise\.cache\Windows\SFX\FinalGame_Jump_4_619C230B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Final Game\Jump\FinalGame_Jump_4		17868

